SMILES,ExcitationEnergy,OscillatorStrength,score,RAscore,SCScore,SAscore,FSScore,SYBA
C1#CCn2cccc2C=CC=C1,3.5023589820067085,1.6040751943826674,5.618047164860292,0.9999997615814209,2.8320673841169963,5.046144632327196,-1.7021484375,-69.92948035248229
CC=CC=Cc1ccc(C)n1CC,3.50877065372467,1.5970922006607051,5.603830244970834,0.9998457431793213,2.9383598439271097,3.01656667308575,-2.47265625,-9.238676094350344
Cn1cc(N)cc1C=CC=CC=N,3.500814731893085,1.4384361451438494,5.035698447807087,0.4832417070865631,2.8574984443735207,3.7015743653934408,-4.7734375,-27.147457084604234
C1=CCn2cccc2C=C1,3.53388145647049,1.405534868482749,4.966993608153875,0.9999902248382568,2.2658052273614224,3.5030339820601295,0.5361328125,-39.72044939872686
C=CC=Cc1cccn1C=N,3.5336560419287,1.345581504750252,4.7548222141682395,0.9998757839202881,2.7270297462085034,3.9556360683071556,2.1640625,-39.1895358489893
C=CC=Cc1cccn1C,3.517228329229355,1.3457335047602654,4.7332520065359125,1.0,2.7152642424232414,3.0338303556865025,1.2939453125,-7.193598438299508
C=C=CC=Cc1cc2ccn1c2,3.5403059933980305,1.3299198389132818,4.708323176443635,0.978593111038208,2.9336104733471853,5.181007474536161,-5.21484375,-38.36656850455704
[B]NC(C=CC=Cc1cc(F)c[nH]1)NN,3.621829197704225,1.2917668209605746,4.678558788780575,0.0014923354610800743,3.4148360593740708,4.981526299613386,-3.552734375,-22.037860256205477
Cn1ccc(N)c1C=CC=Cc1c(N)ccn1C,4.07879674539566,1.0939895906618662,4.462161181888351,0.9999997615814209,2.4956916728127885,3.6212548106073,-3.708984375,1.5320501150892833
OCC=CC=Cc1cc2ccn1c2O,3.626396802632014,1.2293779184398197,4.458212152656563,0.6100810170173645,3.2591325543348373,4.195930015303977,-3.751953125,-12.940567337974931
C=CC=Cc1cccn1CCCCCCCCC,3.614696006186803,1.2021523121237756,4.345415161462043,0.9999994039535522,3.0788819396288223,2.561833177471204,-4.03125,25.04591125363165
N=Cc1cc(N)c2n1CC=CC=C2,4.09053028730665,1.05965117309207,4.3345352175131335,0.07614102959632874,3.0650416652811567,4.1138260285951045,-2.798828125,-66.6373071061933
OB(O)n1c2ccc1cc2,5.421712685818986,0.79332865375621,4.301200026093742,0.9994699358940125,1.4069806231774211,4.467322422660979,5.98828125,6.288983576084087
Cc1c2ccn1cc2,5.66079007320404,0.719918190942208,4.075305748804661,1.0,1.9869186805097558,3.5537524756458225,2.390625,20.30236091346243
N=c1cnc2cc(C=C3C=CC=N3)n1c2,3.614144718260992,1.1161101306756338,4.033783533778927,2.5327286493848078e-05,3.5256514504316483,4.87729926170247,-5.93359375,-46.356990378625845
C#Cn1cccc1C=C1C=CC=N1,3.6536750513599032,1.1023563923756283,4.027652048529942,0.18630583584308624,2.671732592893256,3.9214790212638864,-0.939453125,-27.902551177869896
C=Cn1c(C)ccc1C=C1C=CC=N1,3.687925102869669,1.086136926647027,4.005591636935284,1.863705983851105e-05,2.4816406868709646,3.6990071241536766,-2.095703125,-41.41453524844797
Cn1cccc1C=C1C=CC(N=N)=[N+]1B(F)F,3.6923570557480767,1.084565195886294,4.004601953449553,0.025942478328943253,3.1405194679849875,4.601118954999313,2.41015625,8.237896575434263
C=Cn1cccc1C=C1C=CC=N1,3.6861771027247103,1.086136926647027,4.003693069430059,0.005495181307196617,2.4946700439475875,3.6980276042598383,-0.6064453125,-36.360283014955876
C=C(C)n1cccc1C=C1C=CC(N)=[N+]1B(F)F,3.717126440620422,1.076308529206117,4.0007748921773345,0.3876340091228485,3.1544993496215152,4.580442427561774,1.3447265625,0.2185425714475746
C=Cn1cccc1C=C1C=CC=[N+]1B(F)F,3.692309101835886,1.0773963938275974,3.9780805112147988,0.14370036125183105,3.1177080116375926,4.703406936886793,1.212890625,-14.18701917000999
On1cccc1C=C1C=CC=N1,3.679430651844115,1.08057692801555,3.9759078706159663,0.0032939373049885035,2.630875920171708,3.573186396572673,0.0794677734375,-30.354197227942194
C1=CC(=Cc2ccc[n-]2)N=C1,3.6417980509485512,1.089468927081426,3.9676258152141464,0.6554483771324158,2.4158526357126338,4.821790546087439,2.3984375,-25.44187595141846
Cn1cccc1C=C1C=CC=N1,3.638108385392597,1.0872689266761144,3.9556021993171804,0.7437968254089355,2.747514701565235,3.1428400229462987,0.39404296875,-8.014435745620183
Cc1cc2ccn1c2C=C1C=CC=N1,3.6311420479502,1.089332926984628,3.9555225953905473,0.0425364151597023,3.2566660761267348,4.136389189788032,-4.89453125,-19.4110459972585
N=Cn1cccc1C=C1C=CC=[N+]1B(F)F,3.647947715366454,1.0835923939863843,3.952888398031097,0.000571685319300741,3.2589439538410496,4.907219244579101,2.314453125,-22.721863958224688
C=C(C)n1cccc1C=C1C=CC=N1,3.713406438509623,1.0630922603368758,3.9476936442647026,0.28490063548088074,2.801568251331266,3.5947802010767536,0.490234375,-31.55857817400137
C=NC(C=CC[N+]B(F)F)=Cc1cccn1C,3.626449384110314,1.0868279936949412,3.9413267083688677,0.06827817857265472,3.0216019119343893,4.678330411627791,-0.235107421875,5.739333426345674
Cn1cccc1C=C1C=CC=[N+]1B(F)F,3.648888384267262,1.0784683937946955,3.9352107949168356,0.5811789631843567,2.9440124365077693,4.3014507012214995,2.916015625,14.158828099325707
C#Cc1c(O)c(OO)n(C)c1C#CC=C,4.767492996454239,0.8247257263462369,3.9318741243513196,0.8537770509719849,3.46715583454118,4.4048554264962245,-5.16015625,-27.885039632220867
ONC1C=CC=CC=Cc2cccn21,3.9288872078736623,0.994800193909804,3.9084577562424676,0.5361813902854919,2.8072130291285555,4.6657576468554325,-0.8671875,-60.47590811772506
OC1(O)C=CC=Cc2cccn21,3.717216542847952,1.0495263023833437,3.901316533373407,0.6359742879867554,2.6815844098586425,3.858265090819602,3.69140625,-33.4358361846219
CCn1cccc1C=C1C=CC=N1,3.657868387528828,1.0642242603659628,3.892792279233904,0.7396246194839478,2.6078259859684643,3.154194405879271,-1.6015625,-5.676535904532807
CC#CC(N)=c1c(=CN(C(C)C)C(C)C)[nH]c2ccn(B(F)F)c12,4.990361075687408,0.7750066814919312,3.8675631767150023,0.004878460895270109,4.6416226552213224,4.48893064052848,-9.859375,-11.936699346986206
