SMILES,ExcitationEnergy,OscillatorStrength,score,RAscore,SCScore,SAscore,FSScore,SYBA
C[SH](C)(=O)F,6.241,0.485,3.0268849999999996,1.0,1.3101964405450803,6.008777613057593,11.1953125,-10.20372041834478
CC1(C)CC1,6.981,0.412,2.876172,1.0,1.9591622372791107,1.7545304801904624,7.73828125,8.300597371379643
CC1(CC(F)(F)F)N=NC(N)O1,6.995,0.385,2.693075,0.6239914894104004,2.1127359459533985,4.91801962625541,0.642578125,-22.156234723480047
CCOOCC1=CCCC(=O)N1CO,6.887,0.377,2.596399,0.4919656217098236,2.4543482248488147,3.4802273312542678,0.9873046875,-30.54187817824763
CCNC(=O)CCCC(=O)c1ccc(F)cc1Cl,6.998,0.319,2.232362,0.9999986886978149,2.5287237932791964,1.9265896803090268,-0.303466796875,91.90929118347104
CCCC(=O)Sc1ncc(O)nn1,6.96,0.32,2.2272,0.9909274578094482,2.4170610380822355,3.27248590385498,2.505859375,15.152957859847854
CCCCCC(C)O,6.216,0.357,2.219112,0.9999586343765259,1.8154152835868511,2.2458070056298816,6.5625,20.289347636257112
NC(=O)C(N)=O,6.1,0.341,2.0801,1.0,1.80897118100159,2.184934098582019,1.9462890625,10.929555015085436
CCCC,9.269,0.189,1.751841,1.0,1.3227221704633914,1.605723046467979,13.171875,12.10620147179134
O=CC(=O)C1CC1O,9.27,0.188,1.7427599999999999,0.9997603297233582,1.521869690265854,3.9326569906959907,4.328125,-13.325629793554038
CCCNCCCC1CCONC1,9.287,0.183,1.699521,0.9987595081329346,3.781687798754866,3.448437557770289,-4.84765625,-40.75345823138681
Cc1ccc(S(C(=O)O)=S(=O)(O)C(C)C)c(C)c1,6.86,0.242,1.66012,0.890311062335968,2.4995367101281736,3.8717712770084374,4.9296875,28.724752138826336
CCCCC1COCCCN(C=O)C1,6.101,0.26,1.58626,0.9998210072517395,3.207718220225093,3.215270964303805,-3.431640625,-9.88456500955797
CCCCSC1=NN(C)CCCCCCCC2=CC(=C1)NN=CN(CC)CCC2=O,6.187,0.249,1.5405630000000001,0.0031884051859378815,4.611648878719917,4.936658948296224,-13.9453125,-47.38693865440452
CCOC1CC1CCCCC1c2cc(Br)ccc2C2=CN=C(C2)C(=O)C2CCCN1CCCCCC(=O)CSCC[N+]CN2,8.06,0.188,1.5152800000000002,0.0015775979263707995,4.6398084372343416,6.78848746073072,-16.25,-52.38332553544793
CC(CCC=O)CCCC1C(=O)N1CCOCCCN1CCCCCC1,8.21,0.181,1.48601,0.9999923706054688,3.990548810139962,3.38732168830627,-12.703125,16.977149299891174
CC[SH]1CCCCN(CNC(=O)C(=O)CC(C)(C)C)CN1,8.21,0.179,1.4695900000000002,0.6631736159324646,4.1021132461727206,4.5683977034972765,-7.8359375,-0.2808048038344819
CCCCCCOCC(=O)N1CCCC1,7.505,0.188,1.41094,0.9999992847442627,2.4699409184836147,1.8195027073549,0.7548828125,83.19484486661901
CC1=CC(=[N+]NN2CC3CC=CC(=N3)OCCN(C)CCCN2)C=C1,6.076,0.232,1.409632,0.0012773076305165887,4.701620644564388,6.07731125441329,-10.0625,-73.91749373424423
C[BrH]NC(=O)c1ccc(C2(C(F)(F)F)CS2(=O)=O)cc1,5.801,0.241,1.398041,0.9935122132301331,0.0,Error: Invalid SMILES string provided: C[BrH]NC(=O)c1ccc(C2(C(F)(F)F)CS2(=O)=O)cc1,Error: No molecule to convert to graph.,20.03073146541434
COCCOC(=O)OC,7.579,0.184,1.394536,0.9999996423721313,1.4689898594530035,2.0542356995332494,9.8046875,23.138363586649717
