SMILES,ExcitationEnergy,OscillatorStrength,score,Valid,CanonicalSMILES
C1#CCn2cccc2C=CC=C1,3.5023589820067085,1.6040751943826674,5.618047164860292,True,C1#CCn2cccc2C=CC=C1
CC=CC=Cc1ccc(C)n1CC,3.50877065372467,1.5970922006607051,5.603830244970834,True,CC=CC=Cc1ccc(C)n1CC
Cn1cc(N)cc1C=CC=CC=N,3.500814731893085,1.4384361451438494,5.035698447807087,True,Cn1cc(N)cc1C=CC=CC=N
C1=CCn2cccc2C=C1,3.53388145647049,1.405534868482749,4.966993608153875,True,C1=CCn2cccc2C=C1
C=CC=Cc1cccn1C=N,3.5336560419287,1.345581504750252,4.7548222141682395,True,C=CC=Cc1cccn1C=N
C=CC=Cc1cccn1C,3.517228329229355,1.3457335047602654,4.7332520065359125,True,C=CC=Cc1cccn1C
C=C=CC=Cc1cc2ccn1c2,3.5403059933980305,1.3299198389132818,4.708323176443635,True,C=C=CC=Cc1cc2ccn1c2
[B]NC(C=CC=Cc1cc(F)c[nH]1)NN,3.621829197704225,1.2917668209605746,4.678558788780575,True,[B]NC(C=CC=Cc1cc(F)c[nH]1)NN
Cn1ccc(N)c1C=CC=Cc1c(N)ccn1C,4.07879674539566,1.0939895906618662,4.462161181888351,True,Cn1ccc(N)c1C=CC=Cc1c(N)ccn1C
OCC=CC=Cc1cc2ccn1c2O,3.626396802632014,1.2293779184398197,4.458212152656563,True,OCC=CC=Cc1cc2ccn1c2O
C=CC=Cc1cccn1CCCCCCCCC,3.614696006186803,1.2021523121237756,4.345415161462043,True,C=CC=Cc1cccn1CCCCCCCCC
N=Cc1cc(N)c2n1CC=CC=C2,4.09053028730665,1.05965117309207,4.3345352175131335,True,N=Cc1cc(N)c2n1CC=CC=C2
OB(O)n1c2ccc1cc2,5.421712685818986,0.79332865375621,4.301200026093742,True,OB(O)n1c2ccc1cc2
Cc1c2ccn1cc2,5.66079007320404,0.719918190942208,4.075305748804661,True,Cc1c2ccn1cc2
N=c1cnc2cc(C=C3C=CC=N3)n1c2,3.614144718260992,1.1161101306756338,4.033783533778927,True,N=c1cnc2cc(C=C3C=CC=N3)n1c2
